DateTime,Distance,Status
2022-09-14 10:55:24.975230,46225,0
2022-09-14 10:55:34.976103,2916,1
2022-09-14 10:55:44.977034,40401,2
2022-09-14 10:55:54.977175,42849,0
2022-09-14 10:56:04.977390,42436,2
2022-09-14 10:56:14.977565,16900,1
2022-09-14 10:56:24.977940,42849,0
2022-09-14 10:56:34.978037,37249,2
2022-09-14 10:56:44.978837,39601,2
2022-09-14 10:56:54.979227,2401,1
2022-09-14 10:57:04.980204,51529,0
2022-09-14 10:57:14.980419,52900,0
2022-09-14 10:57:24.981113,48400,0
2022-09-14 10:57:34.981551,40401,2
2022-09-14 10:57:44.981703,40000,2
2022-09-14 10:57:54.982549,41209,2
2022-09-14 10:58:04.982577,44521,0
2022-09-14 10:58:14.983493,44521,0
2022-09-14 10:58:24.983857,44100,0
2022-09-14 10:58:34.984287,44944,0
2022-09-14 10:58:44.984593,42849,0
2022-09-14 10:58:54.984623,45369,0
2022-09-14 10:59:04.985590,42025,2
2022-09-14 10:59:14.986221,45369,0
2022-09-14 10:59:24.987063,45369,0
2022-09-14 10:59:34.987472,45369,0
2022-09-14 10:59:44.988005,59049,0
2022-09-14 10:59:54.988994,59049,0
2022-09-14 11:00:04.989346,55225,0
2022-09-14 11:00:14.989565,55225,0
2022-09-14 11:00:24.989752,8281,1
2022-09-14 11:00:34.990078,8281,1
2022-09-14 11:00:44.990385,9801,1
2022-09-14 11:00:54.991172,10201,1
2022-09-14 11:01:04.991944,9409,1
2022-09-14 11:01:14.991954,10201,1
2022-09-14 11:01:24.992529,10201,1
2022-09-14 11:01:34.992809,9801,1
2022-09-14 11:01:44.992876,10404,1
2022-09-14 11:01:54.993349,8836,1
2022-09-14 11:02:04.993807,10201,1
2022-09-14 11:02:14.994575,9801,1
2022-09-14 11:02:24.995437,11236,1
2022-09-14 11:02:34.995982,9604,1
2022-09-14 11:02:44.996897,10201,1
2022-09-14 11:02:54.997206,10201,1
2022-09-14 11:03:04.997282,9604,1
2022-09-14 11:03:14.998226,9409,1
2022-09-14 11:03:24.999131,9409,1
2022-09-14 11:03:34.999363,9801,1
2022-09-14 11:03:45.000131,8836,1
2022-09-14 11:03:55.000759,9801,1
2022-09-14 11:04:05.001372,9216,1
2022-09-14 11:04:15.001831,9604,1
2022-09-14 11:04:25.002741,9409,1
2022-09-14 11:04:35.002997,9801,1
2022-09-14 11:04:45.003900,10201,1
2022-09-14 11:04:55.004730,10201,1
2022-09-14 11:05:05.005061,9409,1
2022-09-14 11:05:15.005462,10201,1
2022-09-14 11:05:25.005800,11025,1
2022-09-14 11:05:35.006108,10609,1
2022-09-14 11:05:45.006244,9409,1
2022-09-14 11:05:55.007135,9801,1
2022-09-14 11:06:05.007859,10201,1
2022-09-14 11:06:15.008709,10609,1
2022-09-14 11:06:25.008766,8649,1
2022-09-14 11:06:35.009659,8649,1
2022-09-14 11:06:45.010643,10816,1
2022-09-14 11:06:55.011378,9216,1
2022-09-14 11:07:05.012083,10000,1
2022-09-14 11:07:15.012861,9216,1
2022-09-14 11:07:25.013258,11664,1
2022-09-14 11:07:35.013285,9025,1
2022-09-14 11:07:45.013846,10000,1
2022-09-14 11:07:55.013962,9604,1
2022-09-14 11:08:05.014445,5776,1
2022-09-14 11:08:15.014579,9604,1
2022-09-14 11:08:25.015328,16129,1
2022-09-14 11:08:35.016035,10000,1
2022-09-14 11:08:45.016139,10000,1
2022-09-14 11:08:55.016243,16384,1
2022-09-14 11:09:05.016978,15876,1
2022-09-14 11:09:15.017907,15876,1
2022-09-14 11:09:25.018616,16129,1
2022-09-14 11:09:35.019038,16129,1
2022-09-14 11:09:45.019299,16129,1
2022-09-14 11:09:55.019818,11664,1
2022-09-14 11:10:05.020719,11664,1
2022-09-14 11:10:15.020751,11664,1
2022-09-14 11:10:25.021712,8649,1
2022-09-14 11:10:35.021971,8649,1
